StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q10,Q12,Q13,Q14_1,Q15,Q16_0_GROUP,Q16_1_GROUP,Q16_0_1_RANK,Q16_0_2_RANK,Q16_0_9_RANK,Q16_0_3_RANK,Q16_0_4_RANK,Q16_0_5_RANK,Q16_0_7_RANK,Q16_0_14_RANK,Q16_0_15_RANK,Q16_1_1_RANK,Q16_1_2_RANK,Q16_1_9_RANK,Q16_1_3_RANK,Q16_1_4_RANK,Q16_1_5_RANK,Q16_1_7_RANK,Q16_1_14_RANK,Q16_1_15_RANK,Q17,Q18_1,Q18_2,Q19,Q20,Q21_1,Q21_2,Q22_1_x,Q22_1_y,Q22,Q7 - Topics
8/28/2019 19:53:57,8/28/2019 19:57:19,IP Address,131.212.251.118,100,201,True,8/28/2019 19:57:20,R_r6DRJvOURw2Cqw9,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Male,White,"Some college, no degree","$80,000 - $104,999",55448,Urban,5,5,5,5,5,5,5,5,I don't use any of these on a regular basis,10,Nitrogen ,3,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Commercial/Industrial Waste,Agriculture,Urban Runoff (storm drains),Food/Garbage Disposal Waste,Stream Bank Erosion,Human Waste Products","Dish-washing Detergent,Atmospheric Deposition,Individual Sewage Systems",2,4,,6,1,3,5,,,,,2,,,,,1,3,Application of fertilizers,6,6,School,Academic/University Researcher/Extension,4,4,457,713,Southeast Minnesota,Unknown
9/2/2019 8:23:47,9/2/2019 8:27:08,IP Address,131.212.250.91,100,201,True,9/2/2019 8:27:09,R_1mfuPqwlTyEzXJ9,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",65-74 years old,Female,White,Graduate or professional degree,"$80,000 - $104,999",55113,Suburban,5,5,5,5,4,5,5,5,"Water purifiers/filter
 ,Water softeners
 ",10,Pesticides,0,"Algae blooms,Death of fish and other aquatic life","Atmospheric Deposition,Agriculture",Dish-washing Detergent,2,,1,,,,,,,,,,,,,,1,,Cropland runoff,4,4,Other,Consumer,2,2,233,328,Northwestern Minnesota,Unknown
8/28/2019 17:37:28,8/28/2019 17:40:51,IP Address,131.212.250.183,100,203,True,8/28/2019 17:40:52,R_3QS4uOEuvURw9Dh,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Male,White,Bachelor's degree,"$45,000 - $64,999",56721,Rural,3,4,5,2,2,4,4,5,"Water purifiers/filter
 ",9,Phosphorus,3,"Algae blooms,Flooding,Skin rashes with contact","Human Waste Products,Agriculture,Commercial/Industrial Waste,Food/Garbage Disposal Waste","Dish-washing Detergent,Atmospheric Deposition,Urban Runoff (storm drains),Individual Sewage Systems,Stream Bank Erosion",2,4,,1,3,,,,,,,2,,,3,5,1,4,Cropland runoff,3,3,Government reports,Consumer,3,3,66,225,Northwestern Minnesota,Unknown
9/2/2019 9:39:59,9/2/2019 9:43:24,IP Address,131.212.251.251,100,204,True,9/2/2019 9:43:25,R_1BRSXBZPA16ZVNS,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Bachelor's degree,"Less than $24,999",55415,Urban,0,0,0,0,0,0,0,0,I don't use any of these on a regular basis,2,Bacteria,0,"Toxic drinking water,Algae blooms,Disease from consumption","Commercial/Industrial Waste,Food/Garbage Disposal Waste,Individual Sewage Systems,Urban Runoff (storm drains),Human Waste Products","Dish-washing Detergent,Agriculture,Atmospheric Deposition,Stream Bank Erosion",,2,,5,1,4,,,3,2,,3,,,,4,1,,Erosion,1,1,Word-of-mouth,Consumer,0,2,396,599,The Twin-Cities Metro Area,Unknown
9/2/2019 11:28:22,9/2/2019 11:31:46,IP Address,131.212.249.8,100,204,True,9/2/2019 11:31:47,R_2QgmPSHgLlQT4ge,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Female,White,Graduate or professional degree,"$80,000 - $104,999",55121,Urban,3,5,4,5,0,0,0,0,"Bottled Water
 ",0,Phosphorus,,Flooding,"Dish-washing Detergent,Human Waste Products",Individual Sewage Systems,,,,2,,,,1,,,,,,,,,,1,Application of fertilizers,3,3,News outlets,Consumer,4,5,388,604,The Twin-Cities Metro Area,Unknown
8/28/2019 19:46:21,8/28/2019 19:49:47,IP Address,131.212.249.124,100,205,True,8/28/2019 19:49:47,R_Rgj4A1ugD7XQau5,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Female,White,Graduate or professional degree,"$105,000 or more",55108,Suburban,2,2,2,2,3,2,2,5,"Water purifiers/filter
 ",3,Nitrogen ,4,"Algae blooms,Eutrophication","Urban Runoff (storm drains),Individual Sewage Systems,Commercial/Industrial Waste","Agriculture,Food/Garbage Disposal Waste,Stream Bank Erosion",,,,,3,1,,,2,1,2,,,,,3,,,Erosion,0,0,Government reports,Agricultural industry member,1,1,392,618,The Twin-Cities Metro Area,Unknown
8/28/2019 19:00:21,8/28/2019 19:03:48,IP Address,131.212.251.207,100,206,True,8/28/2019 19:03:48,R_1mK13Iqw8rsto0x,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Male,White,Some High School,"$105,000 or more",55311,Suburban,2,3,3,5,1,1,4,3,"Water cooler tanks (e.g. Culligan Water)
 ,Bottled Water
 ",7,Pesticides,0,"Algae blooms,Death of fish and other aquatic life","Atmospheric Deposition,Food/Garbage Disposal Waste,Agriculture,Commercial/Industrial Waste,Urban Runoff (storm drains)","Human Waste Products,Stream Bank Erosion,Dish-washing Detergent,Individual Sewage Systems",3,2,1,,4,5,,,,,,,1,,,2,3,4,Application of fertilizers,4,2,News outlets,Consumer,1,2,379,597,The Twin-Cities Metro Area,Unknown
9/2/2019 8:32:41,9/2/2019 8:36:07,IP Address,131.212.250.141,100,206,True,9/2/2019 8:36:08,R_3pio4bEpn1vpIBb,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Graduate or professional degree,"$45,000 - $64,999",55364,Suburban,4,4,4,3,3,3,3,5,"Water softeners
 ,Bottled Water
 ",10,Pesticides,0,"Toxic drinking water,Algae blooms","Agriculture,Human Waste Products,Individual Sewage Systems,Atmospheric Deposition,Urban Runoff (storm drains)","Food/Garbage Disposal Waste,Commercial/Industrial Waste,Stream Bank Erosion,Dish-washing Detergent",1,,4,2,,5,,,3,,1,,,2,,3,4,,Application of fertilizers,4,4,Social media,Consumer,4,4,392,598,The Twin-Cities Metro Area,Unknown
9/2/2019 9:43:53,9/2/2019 9:47:19,IP Address,131.212.250.78,100,206,True,9/2/2019 9:47:20,R_yz6GpaSLNfdn9dv,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Associate's Degree,"$65,000 - $79,999",55005,Rural,0,0,2,2,1,1,2,2,"Water softeners
 ,I don't use any of these on a regular basis",2,Synthetic chemicals,,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Heavy Metal Contamination",,,,,,,,,,,,,,,,,,,,,I don’t know,3,3,Word-of-mouth,Consumer,1,3,462,709,Southeast Minnesota,Unknown
8/28/2019 17:24:15,8/28/2019 17:27:42,IP Address,131.212.249.37,100,207,True,8/28/2019 17:27:42,R_1qXr8tF2NjixfBh,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Female,White,Graduate or professional degree,"$65,000 - $79,999",55104,Urban,2,2,2,2,1,3,2,3,"Water purifiers/filter
 ",6,Phosphorus,1,"Toxic drinking water,Death of fish and other aquatic life,Heavy Metal Contamination","Urban Runoff (storm drains),Commercial/Industrial Waste,Stream Bank Erosion,Individual Sewage Systems,Atmospheric Deposition,Food/Garbage Disposal Waste","Human Waste Products,Dish-washing Detergent,Agriculture",,6,5,,2,1,3,,4,3,,,1,,,,2,,I don’t know,2,3,News outlets,Consumer,1,1,419,610,The Twin-Cities Metro Area,Unknown
9/2/2019 8:09:54,9/2/2019 8:13:22,IP Address,131.212.251.37,100,207,True,9/2/2019 8:13:22,R_1NgI98JQ2PHvuSF,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Male,White,Bachelor's degree,"$65,000 - $79,999",55027,Rural,0,0,0,2,2,2,2,2,"Water softeners
 ",3,Nitrogen ,0,Toxic drinking water,,,,,,,,,,,,,,,,,,,,,I don’t know,0,0,Social media,Producer/Farmer,1,1,555,222,Northeastern Minnesota,Unknown
9/2/2019 12:39:20,9/2/2019 12:42:48,IP Address,131.212.251.7,100,208,True,9/2/2019 12:42:49,R_6M4V4BSgWjprCgh,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Female,White,Associate's Degree,"$80,000 - $104,999",55720,Rural,5,4,5,3,3,3,4,2,"Water softeners
 ,Bottled Water
 ",7,Pesticides,0,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Disease from consumption,Eutrophication,Skin rashes with contact","Commercial/Industrial Waste,Food/Garbage Disposal Waste,Stream Bank Erosion,Human Waste Products,Agriculture,Urban Runoff (storm drains)","Individual Sewage Systems,Dish-washing Detergent,Atmospheric Deposition",5,2,,4,1,6,3,,,,,3,,,,,2,1,Application of fertilizers,5,5,School,Producer/Farmer,3,3,494,332,Northeastern Minnesota,Unknown
9/2/2019 10:46:00,9/2/2019 10:49:30,IP Address,131.212.249.164,100,210,True,9/2/2019 10:49:31,R_1mwmZYIlJaBDwYU,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Female,White,"Some college, no degree","$45,000 - $64,999",55803,Urban,0,0,3,1,1,1,2,2,"Water purifiers/filter
 ",6,Phosphorus,0,"Toxic drinking water,Algae blooms","Food/Garbage Disposal Waste,Human Waste Products,Commercial/Industrial Waste,Urban Runoff (storm drains),Agriculture","Atmospheric Deposition,Individual Sewage Systems,Dish-washing Detergent,Stream Bank Erosion",5,1,,2,3,4,,,,,,1,,,,4,3,2,Application of fertilizers,,3,Other,Consumer,1,1,236,545,Southwest Minnesota,Unknown
8/28/2019 19:50:01,8/28/2019 19:53:33,IP Address,131.212.249.124,100,211,True,8/28/2019 19:53:33,R_2rSKOJ0SypgYu09,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Bachelor's degree,"$65,000 - $79,999",55105,Urban,3,3,3,2,2,2,2,4,"Water purifiers/filter
 ",0,Bacteria,1,"Toxic drinking water,Algae blooms,Disease from consumption","Atmospheric Deposition,Dish-washing Detergent,Commercial/Industrial Waste,Human Waste Products,Food/Garbage Disposal Waste","Individual Sewage Systems,Agriculture,Urban Runoff (storm drains),Stream Bank Erosion",,5,1,4,3,,,2,,2,,,,,3,4,,1,Erosion,3,3,News outlets,Consumer,2,2,373,350,Northeastern Minnesota,Unknown
9/2/2019 8:36:34,9/2/2019 8:40:06,IP Address,131.212.250.141,100,211,True,9/2/2019 8:40:07,R_2s5Xfe8Uwo57qUP,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,Asian,Bachelor's degree,"$105,000 or more",55403,Urban,3,2,3,2,0,0,3,3,I don't use any of these on a regular basis,2,Bacteria,0,"Algae blooms,Disease from consumption","Food/Garbage Disposal Waste,Urban Runoff (storm drains),Commercial/Industrial Waste,Dish-washing Detergent,Human Waste Products","Agriculture,Atmospheric Deposition,Stream Bank Erosion,Individual Sewage Systems",,1,,5,3,2,,4,,1,,2,,,,3,,4,Application of fertilizers,1,3,Social media,Consumer,1,1,347,493,Central Minnesota,Unknown
9/2/2019 9:38:55,9/2/2019 9:42:28,IP Address,131.212.250.245,100,212,True,9/2/2019 9:42:29,R_1MPONjHXsdeKtoq,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Male,White,"Some college, no degree","$65,000 - $79,999",55305,Suburban,5,5,5,3,3,3,5,5,"Bottled Water
 ",9,Pesticides,2,"Flooding,Waterborne pathogens","Human Waste Products,Food/Garbage Disposal Waste",Stream Bank Erosion,,2,,1,,,,,,,,,,,,1,,,I don’t know,2,2,Word-of-mouth,Consumer,5,5,393,607,The Twin-Cities Metro Area,Unknown
9/2/2019 12:41:49,9/2/2019 12:45:23,IP Address,131.212.249.79,100,213,True,9/2/2019 12:45:23,R_2uVvSsv0Khf5L24,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Female,Multiracial,Bachelor's degree,"Less than $24,999",55901,Suburban,3,5,5,3,1,1,5,3,"Water purifiers/filter
 ,Water cooler tanks (e.g. Culligan Water)
 ,Water softeners
 ,Bottled Water
 ",6,Pesticides,,"Toxic drinking water,Algae blooms,Flooding,Waterborne pathogens,Heavy Metal Contamination","Atmospheric Deposition,Human Waste Products,Food/Garbage Disposal Waste,Urban Runoff (storm drains)","Commercial/Industrial Waste,Agriculture,Dish-washing Detergent,Individual Sewage Systems,Stream Bank Erosion",,3,1,2,,4,,,,2,,,,1,,5,3,4,I don’t know,4,6,School,Consumer,3,,363,594,The Twin-Cities Metro Area,Unknown
9/2/2019 11:54:11,9/2/2019 11:57:45,IP Address,131.212.251.250,100,214,True,9/2/2019 11:57:46,R_3CINrPrGAhe7MDK,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Female,White,Graduate or professional degree,"$105,000 or more",55444,Suburban,5,5,5,2,3,5,5,5,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",10,Pesticides,2,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact",Agriculture,,1,,,,,,,,,,,,,,,,,,Cropland runoff,4,4,Government reports,Consumer,3,4,368,705,Southeast Minnesota,Unknown
9/2/2019 12:23:08,9/2/2019 12:26:43,IP Address,131.212.248.113,100,214,True,9/2/2019 12:26:43,R_1eWgcX6VnXpTk95,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Female,White,Graduate or professional degree,"$45,000 - $64,999",55345,Suburban,5,4,5,4,4,4,5,5,I don't use any of these on a regular basis,7,Pesticides,4,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Heavy Metal Contamination,Skin rashes with contact",,,,,,,,,,,,,,,,,,,,,Application of fertilizers,4,2,News outlets,Consumer,3,3,283,482,Central Minnesota,Unknown
8/28/2019 16:42:00,8/28/2019 16:45:35,IP Address,131.212.249.206,100,215,True,8/28/2019 16:45:36,R_3G316wEM6V7OSZY,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Male,White,Graduate or professional degree,"$105,000 or more",55405,Urban,1,1,2,1,3,1,3,1,"Water cooler tanks (e.g. Culligan Water)
 ",1,Nitrogen ,1,Toxic drinking water,"Human Waste Products,Food/Garbage Disposal Waste","Individual Sewage Systems,Stream Bank Erosion",,2,,1,,,,,,,,,,,,2,,1,Application of fertilizers,2,2,School,Producer/Farmer,3,1,135,305,Northwestern Minnesota,Unknown
9/2/2019 12:22:13,9/2/2019 12:25:49,IP Address,131.212.250.15,100,216,True,9/2/2019 12:25:50,R_V3hua1yiapaZ0hH,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Male,White,High School Diploma or GED,"$45,000 - $64,999",55374,Suburban,3,3,5,3,3,3,3,5,"Bottled Water
 ",10,Bacteria,3,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Heavy Metal Contamination","Food/Garbage Disposal Waste,Human Waste Products,Individual Sewage Systems","Stream Bank Erosion,Dish-washing Detergent,Atmospheric Deposition",,1,,2,,,,,3,,,3,,,,1,2,,Application of fertilizers,,,Other,Consumer,,,382,608,The Twin-Cities Metro Area,Unknown
8/28/2019 16:27:27,8/28/2019 16:31:05,IP Address,131.212.250.108,100,217,True,8/28/2019 16:31:05,R_3n93xRWw4atHxlL,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Male,White,Graduate or professional degree,"$105,000 or more",54022,Rural,5,5,5,4,5,5,3,4,I don't use any of these on a regular basis,10,Nitrogen ,2,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life",,,,,,,,,,,,,,,,,,,,,Application of fertilizers,4,4,Government reports,Consumer,3,3,226,666,Southwest Minnesota,Unknown
8/28/2019 15:39:34,8/28/2019 15:43:14,IP Address,131.212.250.2,100,219,True,8/28/2019 15:43:14,R_VOkVFK09wmyJ67v,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Bachelor's degree,"Less than $24,999",55079,Rural,4,4,5,5,5,5,5,5,"Water purifiers/filter
 ,Bottled Water
 ",10,Bacteria,,Toxic drinking water,"Individual Sewage Systems,Urban Runoff (storm drains),Dish-washing Detergent,Stream Bank Erosion,Commercial/Industrial Waste,Food/Garbage Disposal Waste,Atmospheric Deposition,Human Waste Products,Agriculture",,9,6,7,8,5,2,4,3,1,,,,,,,,,,Application of fertilizers,4,4,Word-of-mouth,Consumer,3,5,177,604,Southwest Minnesota,Unknown
8/28/2019 16:45:48,8/28/2019 16:49:28,IP Address,131.212.249.206,100,219,True,8/28/2019 16:49:29,R_wWUOdW2RPeAifAZ,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Female,White,High School Diploma or GED,"$105,000 or more",68154,Suburban,3,1,2,0,0,0,4,0,"Water purifiers/filter
 ,Bottled Water
 ",1,Synthetic chemicals,0,"Algae blooms,Death of fish and other aquatic life","Agriculture,Food/Garbage Disposal Waste,Urban Runoff (storm drains),Dish-washing Detergent,Commercial/Industrial Waste","Atmospheric Deposition,Human Waste Products,Individual Sewage Systems,Stream Bank Erosion",1,2,,,5,3,,4,,,,1,2,,,4,,3,Application of fertilizers,1,1,News outlets,Consumer,2,2,411,304,Northeastern Minnesota,Unknown
8/28/2019 15:42:17,8/28/2019 15:45:57,IP Address,131.212.248.180,100,220,True,8/28/2019 15:45:57,R_4VAszQRTdMuiGf7,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Female,White,Associate's Degree,"$80,000 - $104,999",55104,Urban,4,5,3,0,3,3,4,5,"Bottled Water
 ",10,Bacteria,,Death of fish and other aquatic life,"Human Waste Products,Commercial/Industrial Waste,Stream Bank Erosion,Urban Runoff (storm drains)","Dish-washing Detergent,Individual Sewage Systems,Food/Garbage Disposal Waste,Atmospheric Deposition,Agriculture",,,,1,2,4,3,,,5,3,4,,,,,1,2,Application of fertilizers,3,3,News outlets,Consumer,2,2,189,621,Southwest Minnesota,Unknown
9/2/2019 12:37:15,9/2/2019 12:40:55,IP Address,131.212.251.198,100,220,True,9/2/2019 12:40:56,R_2zxcdra8D4VEl5W,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Graduate or professional degree,"$105,000 or more",55435,Suburban,5,4,5,4,3,4,5,5,"Water softeners
 ,Bottled Water
 ",9,Nitrogen ,2,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Heavy Metal Contamination,Skin rashes with contact","Human Waste Products,Food/Garbage Disposal Waste,Dish-washing Detergent,Commercial/Industrial Waste,Individual Sewage Systems,Stream Bank Erosion,Agriculture","Urban Runoff (storm drains),Atmospheric Deposition",7,2,,1,4,,6,3,5,,,2,,,1,,,,Application of fertilizers,4,3,News outlets,Consumer,4,4,362,616,The Twin-Cities Metro Area,Unknown
9/2/2019 8:33:35,9/2/2019 8:37:19,IP Address,131.212.249.182,100,223,True,9/2/2019 8:37:19,R_SNzI7zGfmWaMMUN,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Graduate or professional degree,"$80,000 - $104,999",56278,Rural,3,5,5,3,3,3,5,5,"Water softeners
 ,Bottled Water
 ",10,Phosphorus,1,Algae blooms,"Agriculture,Dish-washing Detergent,Stream Bank Erosion,Urban Runoff (storm drains)","Individual Sewage Systems,Commercial/Industrial Waste",1,,,,,4,3,2,,,,,,2,,,,1,I don’t know,4,4,News outlets,"Producer/Farmer,Academic/University Researcher/Extension,Consumer",3,3,149,614,Southwest Minnesota,Unknown
9/2/2019 9:15:50,9/2/2019 9:19:33,IP Address,131.212.250.203,100,223,True,9/2/2019 9:19:34,R_11Z3Onc0azNkyUv,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Female,White,Bachelor's degree,"$45,000 - $64,999",55033,Rural,1,0,2,2,1,1,1,4,"Water cooler tanks (e.g. Culligan Water)
 ,Water softeners
 ",3,Bacteria,1,"Algae blooms,Death of fish and other aquatic life","Urban Runoff (storm drains),Stream Bank Erosion,Atmospheric Deposition,Food/Garbage Disposal Waste,Human Waste Products","Agriculture,Commercial/Industrial Waste,Dish-washing Detergent,Individual Sewage Systems",,4,3,5,,1,2,,,1,,,,2,,,3,4,Erosion,3,1,Word-of-mouth,"Producer/Farmer,Consumer",1,1,376,603,The Twin-Cities Metro Area,Unknown
8/28/2019 18:00:58,8/28/2019 18:04:43,IP Address,131.212.251.125,100,224,True,8/28/2019 18:04:44,R_PSWfb6JEU9UWPRL,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Female,White,Graduate or professional degree,"$105,000 or more",55113,Suburban,5,4,5,4,5,5,5,4,"Water purifiers/filter
 ",8,Phosphorus,3,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Skin rashes with contact","Commercial/Industrial Waste,Dish-washing Detergent,Urban Runoff (storm drains),Agriculture","Atmospheric Deposition,Individual Sewage Systems,Food/Garbage Disposal Waste,Human Waste Products,Stream Bank Erosion",4,,,,1,3,,2,,,3,1,4,,,5,,2,Runoff from animal operations,4,3,Government reports,Consumer,3,3,181,665,Southwest Minnesota,Unknown
9/2/2019 8:13:33,9/2/2019 8:17:19,IP Address,131.212.251.37,100,225,True,9/2/2019 8:17:20,R_1gouojZXD8KqEUT,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Male,American Indian or Alaska Native,Associate's Degree,"$45,000 - $64,999",54880,Rural,1,4,2,4,2,4,5,5,"Water purifiers/filter
 ,Bottled Water
 ",6,Bacteria,1,"Death of fish and other aquatic life,Disease from consumption,Skin rashes with contact","Stream Bank Erosion,Individual Sewage Systems,Urban Runoff (storm drains),Human Waste Products,Commercial/Industrial Waste,Food/Garbage Disposal Waste","Atmospheric Deposition,Agriculture,Dish-washing Detergent",,6,,4,5,3,1,,2,2,,1,,,,,3,,Cropland runoff,3,,News outlets,Consumer,3,1,484,371,Northeastern Minnesota,Unknown
